id_student,code_module,code_presentation,dropout,total_clicks,total_sessions,first_active_day,last_active_day,activity_span,avg_clicks_per_day,num_assessments_submitted,avg_score,min_score,num_low_scores,avg_submission_delay,gender,age_band,region,highest_education,imd_band,num_of_prev_attempts,studied_credits,disability
571808,DDD,2013J,0,495.0,14.0,-18.0,20.0,38.0,35.357142857142854,1.0,65.0,65.0,0.0,-16.0,M,35-55,West Midlands Region,A Level or Equivalent,0-10%,0,90,N
571921,DDD,2013J,0,708.0,30.0,-18.0,20.0,38.0,23.6,1.0,99.0,99.0,0.0,-8.0,F,35-55,Scotland,HE Qualification,50-60%,0,60,N
571950,DDD,2013J,1,360.0,21.0,-18.0,18.0,36.0,17.142857142857142,0.0,0.0,0.0,0.0,0.0,M,35-55,North Western Region,No Formal quals,0-10%,0,90,N
571951,DDD,2013J,0,365.0,18.0,-18.0,19.0,37.0,20.27777777777778,1.0,83.0,83.0,0.0,-8.0,M,35-55,Yorkshire Region,Lower Than A Level,50-60%,0,60,N
572060,DDD,2013J,0,537.0,27.0,-18.0,20.0,38.0,19.88888888888889,1.0,82.0,82.0,0.0,-24.0,M,35-55,South West Region,Lower Than A Level,40-50%,0,60,Y
572087,DDD,2013J,1,154.0,11.0,-17.0,16.0,33.0,14.0,0.0,0.0,0.0,0.0,0.0,M,0-35,East Anglian Region,A Level or Equivalent,50-60%,0,120,N
572134,DDD,2013J,0,202.0,14.0,-17.0,15.0,32.0,14.428571428571429,0.0,0.0,0.0,0.0,0.0,M,35-55,North Western Region,Lower Than A Level,30-40%,0,120,N
572143,DDD,2013J,1,108.0,15.0,-18.0,20.0,38.0,7.2,0.0,0.0,0.0,0.0,0.0,M,35-55,South East Region,A Level or Equivalent,20-30%,0,120,Y
572149,DDD,2013J,0,194.0,8.0,-5.0,19.0,24.0,24.25,1.0,91.0,91.0,0.0,-6.0,F,0-35,London Region,A Level or Equivalent,10-20,0,60,N
572231,DDD,2013J,0,164.0,19.0,-9.0,20.0,29.0,8.631578947368421,0.0,0.0,0.0,0.0,0.0,F,0-35,Scotland,Lower Than A Level,40-50%,0,150,Y
572233,DDD,2013J,0,404.0,24.0,-18.0,20.0,38.0,16.833333333333332,0.0,0.0,0.0,0.0,0.0,M,0-35,Yorkshire Region,Lower Than A Level,50-60%,0,120,N
572241,DDD,2013J,0,428.0,30.0,-17.0,20.0,37.0,14.266666666666667,1.0,65.0,65.0,0.0,-9.0,F,0-35,Yorkshire Region,A Level or Equivalent,0-10%,0,120,N
572280,DDD,2013J,0,275.0,13.0,-11.0,15.0,26.0,21.153846153846153,0.0,0.0,0.0,0.0,0.0,M,0-35,Wales,Lower Than A Level,10-20,0,60,N
572338,DDD,2013J,0,113.0,10.0,-11.0,18.0,29.0,11.3,0.0,0.0,0.0,0.0,0.0,M,35-55,Yorkshire Region,A Level or Equivalent,70-80%,0,60,N
572348,DDD,2013J,0,454.0,32.0,-17.0,20.0,37.0,14.1875,0.0,0.0,0.0,0.0,0.0,F,0-35,South West Region,A Level or Equivalent,70-80%,0,60,N
572382,DDD,2013J,0,152.0,11.0,-16.0,20.0,36.0,13.818181818181818,0.0,0.0,0.0,0.0,0.0,M,0-35,West Midlands Region,A Level or Equivalent,10-20,0,120,N
572431,DDD,2013J,0,147.0,10.0,-16.0,19.0,35.0,14.7,0.0,0.0,0.0,0.0,0.0,M,0-35,South West Region,A Level or Equivalent,30-40%,0,60,N
572452,DDD,2013J,0,193.0,18.0,-11.0,20.0,31.0,10.722222222222221,0.0,0.0,0.0,0.0,0.0,M,0-35,South East Region,A Level or Equivalent,80-90%,0,120,N
572457,DDD,2013J,0,998.0,29.0,-18.0,20.0,38.0,34.41379310344828,1.0,90.0,90.0,0.0,-8.0,M,0-35,East Anglian Region,HE Qualification,70-80%,0,60,N
572460,DDD,2013J,0,251.0,17.0,-17.0,17.0,34.0,14.764705882352942,0.0,0.0,0.0,0.0,0.0,F,0-35,South West Region,A Level or Equivalent,30-40%,0,90,N
572470,DDD,2013J,0,53.0,2.0,1.0,17.0,16.0,26.5,0.0,0.0,0.0,0.0,0.0,M,0-35,Scotland,A Level or Equivalent,30-40%,0,60,N
572567,DDD,2013J,1,155.0,11.0,-12.0,15.0,27.0,14.090909090909092,0.0,0.0,0.0,0.0,0.0,F,0-35,North Region,Lower Than A Level,80-90%,0,150,N
572648,DDD,2013J,0,204.0,17.0,-17.0,19.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,M,0-35,Ireland,A Level or Equivalent,10-20,0,60,N
572688,DDD,2013J,0,228.0,18.0,-18.0,20.0,38.0,12.666666666666666,1.0,75.0,75.0,0.0,-9.0,M,0-35,London Region,A Level or Equivalent,0-10%,0,120,N
572697,DDD,2013J,0,153.0,21.0,-7.0,20.0,27.0,7.285714285714286,0.0,0.0,0.0,0.0,0.0,M,0-35,West Midlands Region,A Level or Equivalent,40-50%,0,120,N
572730,DDD,2013J,0,154.0,9.0,-2.0,17.0,19.0,17.11111111111111,0.0,0.0,0.0,0.0,0.0,F,0-35,East Midlands Region,Lower Than A Level,40-50%,0,120,N
572735,DDD,2013J,0,282.0,16.0,-18.0,18.0,36.0,17.625,1.0,86.0,86.0,0.0,-31.0,M,35-55,East Anglian Region,Lower Than A Level,60-70%,0,60,N
572751,DDD,2013J,0,80.0,4.0,2.0,10.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,M,0-35,East Midlands Region,Lower Than A Level,70-80%,0,120,N
572754,DDD,2013J,0,105.0,13.0,-18.0,18.0,36.0,8.076923076923077,0.0,0.0,0.0,0.0,0.0,M,0-35,Scotland,A Level or Equivalent,80-90%,0,120,Y
572774,DDD,2013J,0,437.0,25.0,-18.0,20.0,38.0,17.48,0.0,0.0,0.0,0.0,0.0,M,0-35,London Region,Lower Than A Level,70-80%,0,120,N
572806,DDD,2013J,0,171.0,17.0,-16.0,20.0,36.0,10.058823529411764,0.0,0.0,0.0,0.0,0.0,M,55<=,West Midlands Region,A Level or Equivalent,60-70%,0,60,N
572854,DDD,2013J,0,335.0,21.0,-17.0,20.0,37.0,15.952380952380953,1.0,93.0,93.0,0.0,-5.0,F,0-35,South East Region,A Level or Equivalent,40-50%,0,90,N
572874,DDD,2013J,0,247.0,20.0,-18.0,20.0,38.0,12.35,0.0,0.0,0.0,0.0,0.0,M,0-35,London Region,Lower Than A Level,10-20,0,60,N
572880,DDD,2013J,1,746.0,34.0,-18.0,20.0,38.0,21.941176470588236,0.0,0.0,0.0,0.0,0.0,F,0-35,South Region,A Level or Equivalent,90-100%,0,60,Y
572909,DDD,2013J,0,39.0,6.0,-7.0,20.0,27.0,6.5,0.0,0.0,0.0,0.0,0.0,M,0-35,South East Region,A Level or Equivalent,50-60%,0,120,N
572949,DDD,2013J,1,76.0,7.0,-3.0,20.0,23.0,10.857142857142858,0.0,0.0,0.0,0.0,0.0,M,0-35,South East Region,A Level or Equivalent,70-80%,0,120,N
572976,DDD,2013J,0,38.0,7.0,3.0,14.0,11.0,5.428571428571429,0.0,0.0,0.0,0.0,0.0,F,0-35,South East Region,A Level or Equivalent,40-50%,0,60,N
573235,DDD,2013J,1,443.0,25.0,-17.0,20.0,37.0,17.72,0.0,0.0,0.0,0.0,0.0,M,0-35,Scotland,HE Qualification,60-70%,0,120,N
573307,DDD,2013J,1,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,0-35,East Anglian Region,Lower Than A Level,70-80%,0,120,N
573473,DDD,2013J,0,45.0,5.0,-5.0,16.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,M,0-35,South Region,Lower Than A Level,10-20,0,120,N
573602,DDD,2013J,0,546.0,31.0,-18.0,20.0,38.0,17.612903225806452,1.0,73.0,73.0,0.0,-5.0,F,0-35,South Region,Lower Than A Level,80-90%,0,60,N
573646,DDD,2013J,1,313.0,14.0,-8.0,19.0,27.0,22.357142857142858,0.0,0.0,0.0,0.0,0.0,M,0-35,North Western Region,A Level or Equivalent,20-30%,0,120,N
573689,DDD,2013J,0,504.0,18.0,-18.0,19.0,37.0,28.0,0.0,0.0,0.0,0.0,0.0,M,0-35,East Midlands Region,Lower Than A Level,60-70%,0,60,N
573712,DDD,2013J,1,643.0,22.0,-16.0,20.0,36.0,29.227272727272727,0.0,0.0,0.0,0.0,0.0,F,0-35,North Region,Lower Than A Level,0-10%,0,60,N
573780,DDD,2013J,0,68.0,4.0,12.0,18.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,M,0-35,Scotland,A Level or Equivalent,80-90%,0,120,N
573845,DDD,2013J,0,161.0,8.0,-18.0,20.0,38.0,20.125,0.0,0.0,0.0,0.0,0.0,F,0-35,South West Region,A Level or Equivalent,30-40%,0,60,N
574035,DDD,2013J,0,226.0,25.0,-14.0,20.0,34.0,9.04,0.0,0.0,0.0,0.0,0.0,M,0-35,Wales,HE Qualification,10-20,0,60,N
574088,DDD,2013J,0,363.0,24.0,-18.0,17.0,35.0,15.125,0.0,0.0,0.0,0.0,0.0,M,0-35,Ireland,A Level or Equivalent,10-20,0,60,N
574098,DDD,2013J,0,643.0,30.0,-18.0,19.0,37.0,21.433333333333334,0.0,0.0,0.0,0.0,0.0,F,0-35,West Midlands Region,Lower Than A Level,50-60%,0,120,N
574099,DDD,2013J,1,45.0,3.0,-16.0,18.0,34.0,15.0,0.0,0.0,0.0,0.0,0.0,M,35-55,South Region,Lower Than A Level,60-70%,0,60,N
574310,DDD,2013J,0,40.0,2.0,-14.0,2.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,F,0-35,Yorkshire Region,A Level or Equivalent,70-80%,0,60,N
574330,DDD,2013J,1,327.0,22.0,-18.0,20.0,38.0,14.863636363636363,1.0,68.0,68.0,0.0,-5.0,F,0-35,Yorkshire Region,A Level or Equivalent,60-70%,0,60,N
574498,DDD,2013J,0,600.0,35.0,-18.0,20.0,38.0,17.142857142857142,0.0,0.0,0.0,0.0,0.0,F,0-35,South East Region,A Level or Equivalent,60-70%,0,60,N
574529,DDD,2013J,0,612.0,23.0,-17.0,20.0,37.0,26.608695652173914,0.0,0.0,0.0,0.0,0.0,F,0-35,South West Region,A Level or Equivalent,10-20,0,120,N
574623,DDD,2013J,0,120.0,7.0,-11.0,20.0,31.0,17.142857142857142,0.0,0.0,0.0,0.0,0.0,F,0-35,East Midlands Region,A Level or Equivalent,30-40%,0,120,N
574627,DDD,2013J,1,23.0,2.0,-1.0,20.0,21.0,11.5,0.0,0.0,0.0,0.0,0.0,M,0-35,East Anglian Region,Lower Than A Level,70-80%,0,60,N
574705,DDD,2013J,0,957.0,37.0,-18.0,20.0,38.0,25.864864864864863,1.0,93.0,93.0,0.0,-16.0,M,0-35,North Region,Lower Than A Level,?,0,60,N
574720,DDD,2013J,0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,0-35,North Western Region,A Level or Equivalent,30-40%,0,60,N
574730,DDD,2013J,0,6.0,1.0,8.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,M,0-35,Wales,A Level or Equivalent,30-40%,0,60,Y
574743,DDD,2013J,0,218.0,17.0,-18.0,17.0,35.0,12.823529411764707,0.0,0.0,0.0,0.0,0.0,F,0-35,South Region,Lower Than A Level,90-100%,0,60,N
574819,DDD,2013J,0,338.0,21.0,-8.0,19.0,27.0,16.095238095238095,0.0,0.0,0.0,0.0,0.0,F,0-35,South West Region,A Level or Equivalent,20-30%,0,120,N
574842,DDD,2013J,0,23.0,5.0,-6.0,18.0,24.0,4.6,0.0,0.0,0.0,0.0,0.0,M,0-35,South Region,HE Qualification,40-50%,0,60,N
574866,DDD,2013J,1,263.0,15.0,-15.0,19.0,34.0,17.533333333333335,0.0,0.0,0.0,0.0,0.0,M,0-35,North Region,Lower Than A Level,30-40%,0,60,N
574873,DDD,2013J,0,689.0,29.0,-18.0,20.0,38.0,23.75862068965517,0.0,0.0,0.0,0.0,0.0,M,35-55,North Western Region,A Level or Equivalent,30-40%,0,60,N
574895,DDD,2013J,0,93.0,12.0,-18.0,20.0,38.0,7.75,1.0,90.0,90.0,0.0,-7.0,F,0-35,West Midlands Region,HE Qualification,70-80%,0,60,N
574938,DDD,2013J,0,464.0,22.0,-17.0,20.0,37.0,21.09090909090909,1.0,95.0,95.0,0.0,-8.0,M,0-35,West Midlands Region,A Level or Equivalent,0-10%,0,60,N
575192,DDD,2013J,0,234.0,14.0,-18.0,18.0,36.0,16.714285714285715,0.0,0.0,0.0,0.0,0.0,F,0-35,East Anglian Region,A Level or Equivalent,30-40%,0,60,N
575213,DDD,2013J,1,85.0,8.0,-5.0,18.0,23.0,10.625,0.0,0.0,0.0,0.0,0.0,F,0-35,Scotland,Lower Than A Level,30-40%,0,60,N
575258,DDD,2013J,0,532.0,33.0,-18.0,20.0,38.0,16.12121212121212,0.0,0.0,0.0,0.0,0.0,M,0-35,East Anglian Region,Lower Than A Level,20-30%,0,60,N
575337,DDD,2013J,1,167.0,20.0,-18.0,20.0,38.0,8.35,0.0,0.0,0.0,0.0,0.0,F,0-35,Scotland,HE Qualification,60-70%,0,120,N
575376,DDD,2013J,0,169.0,6.0,-18.0,15.0,33.0,28.166666666666668,0.0,0.0,0.0,0.0,0.0,F,0-35,Ireland,HE Qualification,90-100%,0,60,N
575385,DDD,2013J,0,79.0,17.0,-18.0,18.0,36.0,4.647058823529412,0.0,0.0,0.0,0.0,0.0,M,0-35,Scotland,HE Qualification,50-60%,0,120,N
575431,DDD,2013J,0,338.0,24.0,-17.0,20.0,37.0,14.083333333333334,1.0,90.0,90.0,0.0,-5.0,F,0-35,Ireland,A Level or Equivalent,80-90%,0,60,N
575493,DDD,2013J,1,452.0,30.0,-18.0,20.0,38.0,15.066666666666666,1.0,76.0,76.0,0.0,-7.0,M,0-35,East Anglian Region,A Level or Equivalent,0-10%,0,120,N
575766,DDD,2013J,0,321.0,17.0,-18.0,19.0,37.0,18.88235294117647,0.0,0.0,0.0,0.0,0.0,M,0-35,South Region,Lower Than A Level,90-100%,0,60,N
575773,DDD,2013J,1,55.0,4.0,-18.0,2.0,20.0,13.75,0.0,0.0,0.0,0.0,0.0,M,0-35,London Region,Lower Than A Level,30-40%,0,120,Y
575798,DDD,2013J,0,244.0,16.0,-13.0,20.0,33.0,15.25,0.0,0.0,0.0,0.0,0.0,M,0-35,South West Region,A Level or Equivalent,40-50%,0,90,N
575811,DDD,2013J,1,68.0,9.0,0.0,20.0,20.0,7.555555555555555,0.0,0.0,0.0,0.0,0.0,F,35-55,East Midlands Region,Lower Than A Level,10-20,0,60,N
575962,DDD,2013J,0,34.0,3.0,-3.0,17.0,20.0,11.333333333333334,0.0,0.0,0.0,0.0,0.0,M,35-55,North Western Region,A Level or Equivalent,0-10%,0,60,N
575999,DDD,2013J,1,94.0,7.0,-6.0,19.0,25.0,13.428571428571429,0.0,0.0,0.0,0.0,0.0,F,35-55,East Midlands Region,A Level or Equivalent,30-40%,0,60,N
576083,DDD,2013J,0,202.0,24.0,-12.0,20.0,32.0,8.416666666666666,0.0,0.0,0.0,0.0,0.0,F,0-35,South West Region,A Level or Equivalent,90-100%,0,90,N
576131,DDD,2013J,1,116.0,7.0,2.0,18.0,16.0,16.571428571428573,0.0,0.0,0.0,0.0,0.0,M,35-55,East Anglian Region,Lower Than A Level,70-80%,0,120,N
576233,DDD,2013J,0,191.0,15.0,-18.0,19.0,37.0,12.733333333333333,0.0,0.0,0.0,0.0,0.0,M,0-35,South East Region,A Level or Equivalent,90-100%,0,60,N
576251,DDD,2013J,0,176.0,17.0,-18.0,19.0,37.0,10.352941176470589,0.0,0.0,0.0,0.0,0.0,M,35-55,Ireland,A Level or Equivalent,80-90%,0,75,N
576314,DDD,2013J,0,450.0,22.0,-18.0,19.0,37.0,20.454545454545453,0.0,0.0,0.0,0.0,0.0,M,0-35,East Anglian Region,A Level or Equivalent,70-80%,0,120,N
576368,DDD,2013J,0,111.0,10.0,-4.0,17.0,21.0,11.1,0.0,0.0,0.0,0.0,0.0,M,0-35,South Region,Lower Than A Level,20-30%,0,60,N
576383,DDD,2013J,0,179.0,19.0,-18.0,19.0,37.0,9.421052631578947,0.0,0.0,0.0,0.0,0.0,F,0-35,South East Region,A Level or Equivalent,90-100%,0,120,N
576413,DDD,2013J,0,422.0,31.0,-18.0,20.0,38.0,13.612903225806452,0.0,0.0,0.0,0.0,0.0,M,0-35,North Region,A Level or Equivalent,10-20,0,120,N
576453,DDD,2013J,0,560.0,28.0,-18.0,20.0,38.0,20.0,1.0,86.0,86.0,0.0,-13.0,M,35-55,Scotland,HE Qualification,80-90%,0,90,N
576492,DDD,2013J,0,238.0,17.0,-17.0,19.0,36.0,14.0,0.0,0.0,0.0,0.0,0.0,M,0-35,Scotland,A Level or Equivalent,80-90%,0,60,N
576767,DDD,2013J,0,302.0,18.0,-15.0,20.0,35.0,16.77777777777778,1.0,79.0,79.0,0.0,-5.0,M,35-55,East Anglian Region,Lower Than A Level,80-90%,0,120,N
576847,DDD,2013J,0,279.0,19.0,-18.0,20.0,38.0,14.68421052631579,0.0,0.0,0.0,0.0,0.0,F,0-35,Ireland,Lower Than A Level,?,0,60,N
576879,DDD,2013J,0,62.0,10.0,-17.0,20.0,37.0,6.2,0.0,0.0,0.0,0.0,0.0,M,0-35,London Region,HE Qualification,0-10%,0,120,N
576949,DDD,2013J,0,143.0,11.0,-11.0,16.0,27.0,13.0,0.0,0.0,0.0,0.0,0.0,F,0-35,London Region,HE Qualification,50-60%,0,90,N
577035,DDD,2013J,0,263.0,9.0,7.0,19.0,12.0,29.22222222222222,0.0,0.0,0.0,0.0,0.0,M,35-55,South Region,HE Qualification,90-100%,0,90,N
577126,DDD,2013J,0,63.0,7.0,-1.0,19.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,M,35-55,East Midlands Region,A Level or Equivalent,70-80%,0,60,N
577196,DDD,2013J,1,1209.0,22.0,-9.0,20.0,29.0,54.95454545454545,1.0,85.0,85.0,0.0,-9.0,F,0-35,Scotland,A Level or Equivalent,10-20,0,120,Y
577200,DDD,2013J,0,35.0,4.0,-17.0,13.0,30.0,8.75,0.0,0.0,0.0,0.0,0.0,M,0-35,North Western Region,Lower Than A Level,20-30%,0,90,N
577212,DDD,2013J,0,33.0,4.0,-11.0,18.0,29.0,8.25,0.0,0.0,0.0,0.0,0.0,M,0-35,Yorkshire Region,Lower Than A Level,40-50%,0,90,N
577279,DDD,2013J,0,654.0,34.0,-18.0,20.0,38.0,19.235294117647058,1.0,77.0,77.0,0.0,-10.0,M,35-55,East Anglian Region,HE Qualification,60-70%,0,60,N
577401,DDD,2013J,1,85.0,9.0,-15.0,12.0,27.0,9.444444444444445,0.0,0.0,0.0,0.0,0.0,F,0-35,South Region,Lower Than A Level,40-50%,0,120,Y
577414,DDD,2013J,0,201.0,12.0,-18.0,17.0,35.0,16.75,1.0,81.0,81.0,0.0,-15.0,M,0-35,Scotland,HE Qualification,0-10%,0,120,N
577464,DDD,2013J,0,502.0,31.0,-18.0,20.0,38.0,16.193548387096776,0.0,0.0,0.0,0.0,0.0,M,0-35,South Region,A Level or Equivalent,90-100%,0,60,Y
577570,DDD,2013J,1,28.0,3.0,6.0,17.0,11.0,9.333333333333334,0.0,0.0,0.0,0.0,0.0,F,0-35,South Region,Lower Than A Level,80-90%,0,60,N
577638,DDD,2013J,1,116.0,9.0,-15.0,15.0,30.0,12.88888888888889,0.0,0.0,0.0,0.0,0.0,F,0-35,West Midlands Region,A Level or Equivalent,10-20,0,90,Y
577652,DDD,2013J,1,197.0,14.0,-13.0,17.0,30.0,14.071428571428571,0.0,0.0,0.0,0.0,0.0,F,0-35,London Region,Lower Than A Level,70-80%,0,90,N
578026,DDD,2013J,0,95.0,8.0,-16.0,19.0,35.0,11.875,0.0,0.0,0.0,0.0,0.0,M,0-35,London Region,Lower Than A Level,80-90%,0,60,N
578117,DDD,2013J,0,123.0,4.0,-9.0,10.0,19.0,30.75,0.0,0.0,0.0,0.0,0.0,M,0-35,Wales,Lower Than A Level,90-100%,0,60,N
578150,DDD,2013J,1,160.0,15.0,-18.0,19.0,37.0,10.666666666666666,0.0,0.0,0.0,0.0,0.0,M,0-35,East Midlands Region,Lower Than A Level,10-20,0,120,N
578303,DDD,2013J,0,49.0,6.0,6.0,20.0,14.0,8.166666666666666,0.0,0.0,0.0,0.0,0.0,F,0-35,East Midlands Region,A Level or Equivalent,80-90%,0,60,Y
578427,DDD,2013J,1,91.0,5.0,-18.0,10.0,28.0,18.2,0.0,0.0,0.0,0.0,0.0,F,0-35,South Region,Lower Than A Level,0-10%,0,60,N
578644,DDD,2013J,0,678.0,31.0,-18.0,19.0,37.0,21.870967741935484,1.0,51.0,51.0,0.0,-8.0,M,35-55,East Anglian Region,A Level or Equivalent,90-100%,0,90,N
578697,DDD,2013J,0,257.0,19.0,-12.0,20.0,32.0,13.526315789473685,0.0,0.0,0.0,0.0,0.0,F,0-35,South Region,A Level or Equivalent,60-70%,0,60,N
578823,DDD,2013J,0,368.0,16.0,-9.0,20.0,29.0,23.0,0.0,0.0,0.0,0.0,0.0,M,0-35,East Anglian Region,A Level or Equivalent,70-80%,0,180,N
578850,DDD,2013J,0,64.0,9.0,-12.0,13.0,25.0,7.111111111111111,0.0,0.0,0.0,0.0,0.0,M,0-35,West Midlands Region,A Level or Equivalent,10-20,0,90,N
578906,DDD,2013J,0,206.0,9.0,-15.0,20.0,35.0,22.88888888888889,0.0,0.0,0.0,0.0,0.0,M,0-35,Ireland,Lower Than A Level,?,0,60,N
578943,DDD,2013J,0,536.0,31.0,-16.0,20.0,36.0,17.29032258064516,0.0,0.0,0.0,0.0,0.0,F,0-35,West Midlands Region,Lower Than A Level,50-60%,0,90,N
578956,DDD,2013J,0,184.0,12.0,-12.0,18.0,30.0,15.333333333333334,0.0,0.0,0.0,0.0,0.0,F,0-35,London Region,HE Qualification,50-60%,0,60,N
579105,DDD,2013J,0,416.0,31.0,-18.0,17.0,35.0,13.419354838709678,1.0,83.0,83.0,0.0,-11.0,F,0-35,South East Region,A Level or Equivalent,70-80%,0,90,N
579112,DDD,2013J,0,97.0,10.0,-17.0,20.0,37.0,9.7,0.0,0.0,0.0,0.0,0.0,M,0-35,South Region,Lower Than A Level,20-30%,0,60,N
579151,DDD,2013J,0,460.0,22.0,-18.0,20.0,38.0,20.90909090909091,0.0,0.0,0.0,0.0,0.0,F,0-35,North Western Region,A Level or Equivalent,70-80%,0,60,N
579303,DDD,2013J,1,17.0,4.0,-7.0,15.0,22.0,4.25,0.0,0.0,0.0,0.0,0.0,M,0-35,Scotland,Lower Than A Level,20-30%,0,75,N
579325,DDD,2013J,0,298.0,16.0,-5.0,20.0,25.0,18.625,0.0,0.0,0.0,0.0,0.0,M,0-35,North Western Region,Lower Than A Level,0-10%,0,60,N
579367,DDD,2013J,0,288.0,11.0,0.0,20.0,20.0,26.181818181818183,0.0,0.0,0.0,0.0,0.0,F,0-35,Wales,HE Qualification,50-60%,0,60,N
579372,DDD,2013J,0,106.0,12.0,-18.0,17.0,35.0,8.833333333333334,0.0,0.0,0.0,0.0,0.0,M,0-35,Yorkshire Region,Lower Than A Level,0-10%,0,90,N
579470,DDD,2013J,0,65.0,3.0,3.0,10.0,7.0,21.666666666666668,0.0,0.0,0.0,0.0,0.0,M,0-35,Scotland,A Level or Equivalent,10-20,0,90,N
579567,DDD,2013J,0,370.0,18.0,-17.0,20.0,37.0,20.555555555555557,0.0,0.0,0.0,0.0,0.0,M,0-35,South Region,A Level or Equivalent,90-100%,0,60,N
579717,DDD,2013J,0,127.0,7.0,-18.0,8.0,26.0,18.142857142857142,0.0,0.0,0.0,0.0,0.0,F,0-35,Scotland,A Level or Equivalent,40-50%,0,120,Y
580393,DDD,2013J,0,99.0,9.0,-3.0,20.0,23.0,11.0,0.0,0.0,0.0,0.0,0.0,M,0-35,East Anglian Region,A Level or Equivalent,70-80%,0,90,N
580415,DDD,2013J,0,550.0,35.0,-18.0,20.0,38.0,15.714285714285714,1.0,91.0,91.0,0.0,-11.0,F,0-35,North Western Region,Lower Than A Level,80-90%,0,120,N
580441,DDD,2013J,0,107.0,7.0,-6.0,17.0,23.0,15.285714285714286,0.0,0.0,0.0,0.0,0.0,M,35-55,East Anglian Region,HE Qualification,40-50%,0,60,N
580468,DDD,2013J,0,382.0,21.0,-12.0,20.0,32.0,18.19047619047619,0.0,0.0,0.0,0.0,0.0,F,0-35,London Region,Lower Than A Level,30-40%,0,60,N
580516,DDD,2013J,0,352.0,28.0,-18.0,19.0,37.0,12.571428571428571,0.0,0.0,0.0,0.0,0.0,M,0-35,East Midlands Region,A Level or Equivalent,80-90%,0,180,N
580534,DDD,2013J,0,99.0,13.0,-16.0,20.0,36.0,7.615384615384615,0.0,0.0,0.0,0.0,0.0,M,0-35,North Western Region,A Level or Equivalent,0-10%,0,60,N
580642,DDD,2013J,0,183.0,11.0,-18.0,20.0,38.0,16.636363636363637,0.0,0.0,0.0,0.0,0.0,F,0-35,North Western Region,HE Qualification,0-10%,0,60,N
580706,DDD,2013J,1,221.0,15.0,-18.0,20.0,38.0,14.733333333333333,0.0,0.0,0.0,0.0,0.0,M,0-35,West Midlands Region,A Level or Equivalent,60-70%,0,60,N
580714,DDD,2013J,0,252.0,17.0,-18.0,20.0,38.0,14.823529411764707,0.0,0.0,0.0,0.0,0.0,M,0-35,Yorkshire Region,A Level or Equivalent,60-70%,0,60,N
580916,DDD,2013J,0,311.0,19.0,-18.0,20.0,38.0,16.36842105263158,0.0,0.0,0.0,0.0,0.0,F,35-55,North Region,A Level or Equivalent,50-60%,0,60,N
581138,DDD,2013J,0,483.0,17.0,-17.0,18.0,35.0,28.41176470588235,0.0,0.0,0.0,0.0,0.0,F,0-35,South East Region,A Level or Equivalent,80-90%,0,60,N
581320,DDD,2013J,1,59.0,8.0,-16.0,10.0,26.0,7.375,0.0,0.0,0.0,0.0,0.0,M,0-35,Scotland,HE Qualification,0-10%,0,120,N
581552,DDD,2013J,0,264.0,26.0,-18.0,17.0,35.0,10.153846153846153,1.0,84.0,84.0,0.0,-16.0,M,0-35,London Region,A Level or Equivalent,30-40%,0,90,N
581593,DDD,2013J,0,272.0,23.0,-17.0,20.0,37.0,11.826086956521738,0.0,0.0,0.0,0.0,0.0,M,0-35,North Western Region,HE Qualification,40-50%,0,60,N
581697,DDD,2013J,0,196.0,14.0,-11.0,20.0,31.0,14.0,0.0,0.0,0.0,0.0,0.0,M,0-35,West Midlands Region,A Level or Equivalent,50-60%,0,60,N
581755,DDD,2013J,0,31.0,2.0,4.0,11.0,7.0,15.5,0.0,0.0,0.0,0.0,0.0,F,0-35,East Anglian Region,A Level or Equivalent,10-20,0,60,N
581818,DDD,2013J,1,84.0,11.0,-10.0,16.0,26.0,7.636363636363637,0.0,0.0,0.0,0.0,0.0,M,0-35,Wales,HE Qualification,60-70%,0,90,N
581922,DDD,2013J,0,640.0,34.0,-18.0,18.0,36.0,18.823529411764707,0.0,0.0,0.0,0.0,0.0,F,0-35,South Region,HE Qualification,70-80%,0,180,N
582026,DDD,2013J,0,64.0,5.0,-16.0,16.0,32.0,12.8,0.0,0.0,0.0,0.0,0.0,F,0-35,South East Region,Lower Than A Level,40-50%,0,120,N
582160,DDD,2013J,0,198.0,13.0,-18.0,20.0,38.0,15.23076923076923,0.0,0.0,0.0,0.0,0.0,F,0-35,East Anglian Region,A Level or Equivalent,90-100%,0,60,N
582227,DDD,2013J,0,271.0,13.0,-5.0,19.0,24.0,20.846153846153847,0.0,0.0,0.0,0.0,0.0,M,0-35,East Anglian Region,Lower Than A Level,10-20,0,60,N
